"ID","Name","Type","Rarity"
"Wheel.RLCS4","Decennium: Frosted","Wheel","None"
"Wheel.RLCSRaleigh","RLCS Raleigh Major 2025","Wheel","None"
"Wheel.RLshield","League Shield","Wheel","None"
"Wheel.RLwh097SeInverted","Cytoplasm: Inverted","Wheel","None"
"Wheel.RL_026","Flatcap","Wheel","None"
"Wheel.RL_027","QuarterRoll","Wheel","None"
"Wheel.RL_031","?INT?Product","Wheel","None"
"Wheel.RL_051","?INT?Product","Wheel","None"
"Wheel.RL_067","?INT?Product","Wheel","None"
"Wheel.Rmp","Sanchez DC-137","Wheel","None"
"Wheel.Robo","T-I Breaker","Wheel","None"
"Wheel.Robota","Yastalli","Wheel","None"
"Wheel.Roboteye","Teller","Wheel","None"
"Wheel.Robuster","Twirlwind","Wheel","None"
"Wheel.Rocket","?INT?Product","Wheel","None"
"Wheel.Rocko","Rocko","Wheel","None"
"Wheel.Roe","Roeler","Wheel","None"
"Wheel.Rollerblades","Rollerblader","Wheel","None"
"Wheel.Rollerblades_SE","Rollerblader: Inverted","Wheel","None"
"Wheel.Rolypoly","Rolypoly","Wheel","None"
"Wheel.Ron","McLaren 570S","Wheel","McLaren"
"Wheel.RonB","McLaren 570S (Silver)","Wheel","McLaren"
"Wheel.Rose","Étoile","Wheel","None"
"Wheel.Rotor","Quimby","Wheel","None"
"Wheel.Rounder","?INT?Product","Wheel","None"
"Wheel.RPGoldenLychee","Sonic Looper","Wheel","None"
"Wheel.Ryeket","Polychrome","Wheel","None"
"Wheel.S1801","S18 - Bronze","Wheel","None"
"Wheel.S1802","S18 - Silver","Wheel","None"
"Wheel.S1803","S18 - Gold","Wheel","None"
"Wheel.S1804","S18 - Platinum","Wheel","None"
"Wheel.S1805","S18 - Diamond","Wheel","None"
"Wheel.S1806","S18 - Champion","Wheel","None"
"Wheel.S1807","S18 - GC","Wheel","None"
"Wheel.S1808","S18 - Supersonic Legend","Wheel","None"
"Wheel.S19RLRocketPass02","This is RL","Wheel","None"
"Wheel.Sah","?INT?Product","Wheel","None"
"Wheel.Sakura","Sakura","Wheel","None"
"Wheel.Sarpball","SARPBC","Wheel","None"
"Wheel.SassyA","Nissan Z Performance","Wheel","Nissan"
"Wheel.Savagebound","Punked","Wheel","None"
"Wheel.Sayonara","Buffstuff","Wheel","None"
"Wheel.Scad","Menduro","Wheel","None"
"Wheel.Scallop","OH5","Wheel","None"
"Wheel.Scallop02","Hot Hot Wheels","Wheel","None"
"Wheel.Scar","Next Gen Goodyear Racing","Wheel","None"
"Wheel.Scarab","Scarab","Wheel","None"
"Wheel.Scruze","Cruze","Wheel","None"
"Wheel.Seasaltt1","Nissan Silvia","Wheel","Nissan"
"Wheel.SeasaltT2","Nissan Silvia RLE","Wheel","Nissan"
"Wheel.Seasonnine01","Season 9 - Bronze","Wheel","None"
"Wheel.Seasonnine02","Season 9 - Silver","Wheel","None"
"Wheel.Seasonnine03","Season 9 - Gold","Wheel","None"
"Wheel.Seasonnine04","Season 9 - Platinum","Wheel","None"
"Wheel.Seasonnine05","Season 9 - Diamond","Wheel","None"
"Wheel.Seasonnine06","Season 9 - Champion","Wheel","None"
"Wheel.Seasonsix01","Season 6 - Bronze","Wheel","None"
"Wheel.Seasonsix02","Season 6 - Silver","Wheel","None"
"Wheel.Seasonsix03","Season 6 - Gold","Wheel","None"
"Wheel.Seasonsix04","Season 6 - Platinum","Wheel","None"
"Wheel.Seasonsix05","Season 6 - Diamond","Wheel","None"
"Wheel.Seasonsix06","Season 6 - Champion","Wheel","None"
"Wheel.Seasonthirteen01","Season 13 - Bronze","Wheel","None"
"Wheel.Seasonthirteen02","Season 13 - Silver","Wheel","None"
"Wheel.Seasonthirteen03","Season 13 - Gold","Wheel","None"
"Wheel.Seasonthirteen04","Season 13 - Platinum","Wheel","None"
"Wheel.Seasonthirteen05","Season 13 - Diamond","Wheel","None"
"Wheel.Seasonthree01","Season 3 - Prospect","Wheel","None"
"Wheel.Seasonthree02","Season 3 - Challenger","Wheel","None"
"Wheel.Seasonthree03","Season 3 - Star","Wheel","None"
"Wheel.Seasonthree04","Season 3 - Champion","Wheel","None"
"Wheel.Seba","Quadra Turbo-R","Wheel","None"
"Wheel.Seba_Rear","Quadra Turbo-R","Wheel","None"
"Wheel.Secai","Zhou GFP","Wheel","None"
"Wheel.Sentinel","Picket","Wheel","None"
"Wheel.SentinelSese","Picket: Holographic","Wheel","None"
"Wheel.Shades","Sunsetter","Wheel","None"
"Wheel.Shamrock","?INT?Product","Wheel","None"
"Wheel.Shazbot","Callusus","Wheel","None"
"Wheel.Sheepbolt01","Rivian R1S","Wheel","Rivian"
"Wheel.Sherbet","Soar-Bae","Wheel","None"
"Wheel.Shogun","Shogun","Wheel","None"
"Wheel.ShogunSE","Shogun: Infinite","Wheel","None"
"Wheel.SidoFlare","Module: Roasted","Wheel","None"
"Wheel.SilverTriangle","Fulltime","Wheel","None"
"Wheel.Simplee","Posi-tron","Wheel","None"
"Wheel.Simpleton","Fineline","Wheel","None"
"Wheel.Sinew","Sinew","Wheel","None"
"Wheel.SingleSpoke","Zippy","Wheel","None"
"Wheel.SixtyB","BMW M240i","Wheel","BMW"
"Wheel.Skateboard","Sk8ter","Wheel","None"
"Wheel.Slick","Wrathogen","Wheel","None"
"Wheel.Slick01","Track Attack","Wheel","None"
"Wheel.Slick02","Infinite Overdrive","Wheel","None"
"Wheel.Slicker","?INT?Product","Wheel","None"
"Wheel.Slime","Ecto-1","Wheel","None"
"Wheel.SlimeB","Ecto-1 BK","Wheel","None"
"Wheel.Sloyo","Yo-Yo","Wheel","None"
"Wheel.Smood","Shebbler","Wheel","None"
"Wheel.Snowflake","K2","Wheel","None"
"Wheel.SnowFlurry","Frosty Flake","Wheel","None"
"Wheel.SoccerballAnodized","Cristiano: Anodized","Wheel","None"
"Wheel.SoccerballOnline","Cristiano","Wheel","None"
"Wheel.SoccerballOrville","RLCS Crystalline","Wheel","None"
"Wheel.SoccerballSe","Cristiano: Infinite","Wheel","None"
"Wheel.Soccerball_Frosted","Cristiano: Frosted","Wheel","None"
"Wheel.Soja","Hydraul1K","Wheel","None"
"Wheel.Sole","Chopper EG","Wheel","None"
"Wheel.Space01","Throned","Wheel","None"
"Wheel.Spaceholy","Throned: Sacred","Wheel","None"
"Wheel.SpartanC","Beskar (Din Djarin)","Wheel","Star Wars"
"Wheel.SpartanD","Beskar (Boba Fett)","Wheel","Star Wars"
"Wheel.SpartanE","Beskar (Bo-Katan Kryze)","Wheel","Star Wars"
"Wheel.SpartanF","Beskar (The Armorer)","Wheel","Star Wars"
"Wheel.SpartanG","Beskar (Sabine Wren)","Wheel","Star Wars"
"Wheel.Speaker","Woofer","Wheel","None"
"Wheel.SpeakerInverted","?INT?Product","Wheel","None"
"Wheel.Speedy","Batterbaker","Wheel","None"
"Wheel.Sphere","?INT?Product","Wheel","None"
"Wheel.Spike01","Havoc","Wheel","None"
"Wheel.SpikerInverted","Ruinator: Inverted","Wheel","None"
"Wheel.Spinner","Spinner","Wheel","None"
"Wheel.SpinnerOnline","Spinner","Wheel","None"
"Wheel.Spiralizer","Spiralis","Wheel","None"
"Wheel.SpiralizerSE","Spiralis R2","Wheel","None"
"Wheel.Spitfire","Demon Disc","Wheel","None"
"Wheel.SpitfireSE","Demon Disc EG","Wheel","None"
"Wheel.Spoken","High Score","Wheel","None"
"Wheel.Sport67","?INT?Product","Wheel","None"
"Wheel.Sport68","?INT?Product","Wheel","None"
"Wheel.Sport69","?INT?Product","Wheel","None"
"Wheel.Sport70","?INT?Product","Wheel","None"
"Wheel.Sport70SE","?INT?Product","Wheel","None"
"Wheel.Sport71","?INT?Product","Wheel","None"
"Wheel.Sport72","?INT?Product","Wheel","None"
"Wheel.Sport72SE","?INT?Product","Wheel","None"
"Wheel.Sport73","Vorteka","Wheel","None"
"Wheel.Sport74","?INT?Product","Wheel","None"
"Wheel.Sport75","?INT?Product","Wheel","None"
"Wheel.Sport76","?INT?Product","Wheel","None"
"Wheel.Sport77","?INT?Product","Wheel","None"
"Wheel.Sport78","?INT?Product","Wheel","None"
"Wheel.Sport79","?INT?Product","Wheel","None"
"Wheel.Sport80","?INT?Product","Wheel","None"
"Wheel.Sport80SE","?INT?Product","Wheel","None"
"Wheel.Sporty01","Luglock","Wheel","None"
"Wheel.Sporty02","Razera Futura","Wheel","None"
"Wheel.Sporty03","Razera Ember","Wheel","None"
"Wheel.Sporty04","RoughRoad","Wheel","None"
"Wheel.Sporty05","Relentor","Wheel","None"
"Wheel.Sporty06","Sharptooth","Wheel","None"
"Wheel.Sporty07","Tru Tri","Wheel","None"
"Wheel.Sporty07Anni","?INT?Product","Wheel","None"
"Wheel.Sporty08","Silkswag","Wheel","None"
"Wheel.SpraycanInverted","Savage Spray: Inverted","Wheel","None"
"Wheel.Springy","Florescence","Wheel","None"
"Wheel.Sprinkle01","Title Treads","Wheel","None"
"Wheel.Sprinkle02","Homer's Wheels","Wheel","None"
"Wheel.SprinkleLTE01","Waste Wheels","Wheel","None"
"Wheel.SprinkleLTE02","Stonecutter White Walls","Wheel","None"
"Wheel.Squarrab","?INT?Product","Wheel","None"
"Wheel.Squash","SlamChunk","Wheel","None"
"Wheel.SrSpikeT1","S4 - Bronze","Wheel","None"
"Wheel.SR_14_T1","S14 - Bronze","Wheel","None"
"Wheel.SR_14_T2","S14 - Silver","Wheel","None"
"Wheel.SR_14_T3","S14 - Gold","Wheel","None"
"Wheel.SR_14_T4","S14 - Platinum","Wheel","None"
"Wheel.SR_14_T5","S14 - Diamond","Wheel","None"
"Wheel.SR_14_T6","S14 - Champion","Wheel","None"
"Wheel.SR_14_T7","S14 - Grand Champion","Wheel","None"
"Wheel.SR_14_T8","S14 - Supersonic Legend","Wheel","None"
"Wheel.Star","OEM","Wheel","None"
"Wheel.StarHolo","OEM: Holographic","Wheel","None"
"Wheel.StarInfinity","OEM: Infinite","Wheel","None"
"Wheel.Starlite","Debutante","Wheel","None"
"Wheel.StarliteCrystal","Debutante: Crystallized","Wheel","None"
"Wheel.StarlitePSP","Debutante (T+O)","Wheel","None"
"Wheel.StarryInverted","E-Zeke","Wheel","None"
"Wheel.StarzInverted","A-Lister: Inverted","Wheel","None"
"Wheel.StBernard","Frosty Brew","Wheel","None"
"Wheel.Stello","11-Senz","Wheel","None"
"Wheel.StickyDual","Spider-Man Symbiote","Wheel","None"
"Wheel.StickyPurple","Mysterio","Wheel","None"
"Wheel.StickySticker","Spider-Man","Wheel","None"
"Wheel.StormDrain","DRN","Wheel","None"
"Wheel.StormdrainSe","DRN: Infinite","Wheel","None"
"Wheel.StreetclockGlitch","Tic-King: Glitched","Wheel","None"
"Wheel.StubbyHog01","BMW M2 Racing","Wheel","BMW"
"Wheel.Studded","Dragon's Roost","Wheel","None"
"Wheel.StuddedSE","Dragon's Roost: Radiant","Wheel","None"
"Wheel.Stuffed","Stuffed","Wheel","None"
"Wheel.Sunset","Sunset 1986","Wheel","None"
"Wheel.SweetTooth","Sweet Tooth","Wheel","None"
"Wheel.Swipe","Polaris","Wheel","None"
"Wheel.SwipeSe","Polaris: Remixed","Wheel","None"
"Wheel.SwirlyDuck","?INT?Product","Wheel","None"
"Wheel.Swish","Off-Ramp","Wheel","None"
"Wheel.Swoosh","Nike Air Zoom Mercurial","Wheel","None"
"Wheel.SwooshFC","Nike FC 2022 - Multicolor","Wheel","None"
"Wheel.Sync","Medianic","Wheel","None"
"Wheel.Tadpole","Bravado","Wheel","None"
"Wheel.Tadpoleinfinity","Bravado: Infinite","Wheel","None"
"Wheel.TagTiger01","Chrysler Pacifica","Wheel","Chrysler"
"Wheel.Tane","P-SIMM","Wheel","None"
"Wheel.TaneSE","P-SIMM: Inverted","Wheel","None"
"Wheel.TankerInfinity","Tanker: Infinite","Wheel","None"
"Wheel.Tas","?INT?Product","Wheel","None"
"Wheel.Ten","Bugatti Centodieci","Wheel","Bugatti"
"Wheel.Tennis","?INT?Product","Wheel","None"
"Wheel.Tensio","Kill Screen","Wheel","None"
"Wheel.Terracotta","Green Machine","Wheel","None"
"Wheel.Tertius","Playock","Wheel","None"
"Wheel.TertiusFF","Playock: Frosted","Wheel","None"
"Wheel.Teslacoil","Raijin","Wheel","None"
"Wheel.Tfc","Demonio","Wheel","None"
"Wheel.TfcInverted","Demonio: Inverted","Wheel","None"
"Wheel.Thunder_01","adidas - Defende","Wheel","Adidas"
"Wheel.Thunder_02","adidas - Striker","Wheel","Adidas"
"Wheel.Tingee","Glowup","Wheel","None"
"Wheel.Tomato01","?INT?Product","Wheel","None"
"Wheel.Tomato01_Rear","?INT?Product","Wheel","None"
"Wheel.Tomato02","?INT?Product","Wheel","None"
"Wheel.Tomato02_Rear","?INT?Product","Wheel","None"
"Wheel.Tomb","Batmobile (2022)","Wheel","DC"
"Wheel.Toon","Tyke","Wheel","None"
"Wheel.ToonPsplus","Spoof Star B","Wheel","None"
"Wheel.Toonxbg","Superstar","Wheel","None"
"Wheel.Topple01","BMW M4 GT3 EVO","Wheel","BMW"
"Wheel.Totaka","Nipper","Wheel","None"
"Wheel.TotakaAnodized","?INT?Product","Wheel","None"
"Wheel.Touge","Deep Tread","Wheel","None"
"Wheel.Trap","Bumblebee","Wheel","None"
"Wheel.Tre","Hasher","Wheel","None"
"Wheel.TrebleMega","Sovereign A/T","Wheel","None"
"Wheel.TredHatch","Traction: Hatch","Wheel","None"
"Wheel.TreTwist","Hasher: Revolved","Wheel","None"
"Wheel.Triad","Invader","Wheel","None"
"Wheel.TrixRadiant","X-Tempo: Radiant","Wheel","None"
"Wheel.TumbaCasa","Boomstick","Wheel","None"
"Wheel.Turek","Canister","Wheel","None"
"Wheel.TurekInfinite","Canister: Infinite","Wheel","None"
"Wheel.TurtleModem01","?INT?Product","Wheel","None"
"Wheel.Twist","Twista","Wheel","None"
"Wheel.TwistInfinity","Twista: Infinite","Wheel","None"
"Wheel.TwistInverted","Twista: Inverted","Wheel","None"
"Wheel.TwistTwist","Twista: Revolved","Wheel","None"
"Wheel.UFO","?INT?Product","Wheel","None"
"Wheel.Ultrabarro","Ultralex","Wheel","None"
"Wheel.UltrabarroHolographic","Ultralex: Holographic","Wheel","None"
"Wheel.Ultrabarro_Radiant","Ultralex: Radiant","Wheel","None"
"Wheel.Ultralite","Showstopper","Wheel","None"
"Wheel.Ultramariner","Blade Wave","Wheel","None"
"Wheel.UltramarinerSe","Blade Wave: Inverted","Wheel","None"
"Wheel.Urbanfin","Matchpoint","Wheel","None"
"Wheel.UzumakiPSPlus","Cutter PS","Wheel","None"
"Wheel.Uzumaki_Inverted","Cutter: Inverted","Wheel","None"
"Wheel.ValentineBox","Candy Box","Wheel","None"
"Wheel.Vangeleon","Diamante","Wheel","None"
"Wheel.VatoLocoHoly","ChainHelm: Sacred","Wheel","None"
"Wheel.VentedSe","Zowie: Infinite","Wheel","None"
"Wheel.VeskiInverted","Veski: Inverted","Wheel","None"
"Wheel.Vevo","Mergepoint","Wheel","None"
"Wheel.Vibora","King Fang","Wheel","None"
"Wheel.Victor","Fij-It","Wheel","None"
"Wheel.VikingAxe","Norse","Wheel","None"
"Wheel.Vintageskate","Alloy","Wheel","None"
"Wheel.Virgab","?INT?Product","Wheel","None"
"Wheel.VisceralTier1","Madness I","Wheel","None"
"Wheel.VoodoovooInverted","Poppet: Inverted","Wheel","None"
"Wheel.Vorta","Startis","Wheel","None"
"Wheel.Vortex","Vortex","Wheel","None"
"Wheel.VortexAnodized","Vortex: Anodized","Wheel","None"
"Wheel.Vulcan","Falco","Wheel","None"
"Wheel.Waffle","?INT?Product","Wheel","None"
"Wheel.Warthog","Puma","Wheel","None"
"Wheel.Warthog02","?INT?Product","Wheel","None"
"Wheel.Washy","?INT?Product","Wheel","None"
"Wheel.WashyFlare","?INT?Product","Wheel","None"
"Wheel.WastelandTruck","Grog","Wheel","None"
"Wheel.Watermelon","Watermelon","Wheel","None"
"Wheel.Wedding","Hearse","Wheel","None"
"Wheel.Wedgie","?INT?Product","Wheel","None"
"Wheel.Whiplash","Whiplash","Wheel","None"
"Wheel.Whitewall","Formal Four-Fours","Wheel","None"
"Wheel.Woodshop","Buzzsaw","Wheel","None"
"Wheel.Wrench","Spanner","Wheel","None"
"Wheel.WrenchInverted","Spanner: Inverted","Wheel","None"
"Wheel.Wynd","Sunburst","Wheel","None"
"Wheel.Xmat","Hanasha JRL","Wheel","None"
"Wheel.Xmat_Multichrome","Hanasha JRL: Multichrome","Wheel","None"
"Wheel.Yamane","Yamane","Wheel","None"
"Wheel.YeeGlitch","Cooperduper: Glitched","Wheel","None"
"Wheel.YeeInfinite","?INT?Product","Wheel","None"
"Wheel.YilmazHolographic","Maz: Holographic","Wheel","None"
"Wheel.YinYang","Yin-Yang","Wheel","None"
"Wheel.YinYangCats","Yin Yang Cats","Wheel","None"
"Wheel.Yokedout","Yoked-1K","Wheel","None"
"Wheel.Yuzo","Yuzo","Wheel","None"
"Wheel.YuzoRlcs","?INT?Product","Wheel","None"
"Wheel.Zag_01","ZT-17","Wheel","None"
"Wheel.Zag_02","Z-Plate","Wheel","None"
"Wheel.ZedThirty01","Nissan 350Z","Wheel","Nissan"
"Wheel.ZemoSe","Irradiator: Infinite","Wheel","None"
"Wheel.Zeta","Zeta","Wheel","None"
"Wheel.Zigzag","Accelerace","Wheel","None"
"Wheel.ZigzagSE","Accelerace: Inverted","Wheel","None"
"Wheel.Zoid","MainStreet","Wheel","None"
"Wheel.Zoko","Zoko","Wheel","None"
"Wheel.ZokoInverted","Zoko: Inverted","Wheel","None"
"Wheel.Zoned","Grappler","Wheel","None"
"Wheel.Zooms","Tungsten","Wheel","None"
"Wheel.Zore","Aetherius","Wheel","None"
"Wheel.ZRF","Fennec ZR-F","Wheel","None"
"Wheel.Zteighteen","ZT-19 GS","Wheel","None"
"Wheel.Zteighteenb","ZT-19","Wheel","None"
"Wheel.Zuka","Gala","Wheel","None"
"Wheel.Zuse","Cruise Caliber","Wheel","None"
"Wheel.Zytech","Zytech","Wheel","None"
